nouvelle	0.49766406416893005
brushes	0.523968517780304
wobbly	0.5204724669456482
spiral	0.4819633662700653
hostage	0.4519188404083252
conjure	0.4993618428707123
hippopotamus	0.4843570590019226
cracking	0.4831753969192505
battling	0.4572538137435913
selfpreservation	0.4670819044113159
humanize	0.5212892293930054
amalgam	0.47943949699401855
atop	0.4493089020252228
mornings	0.5141956806182861
switchblade	0.3865460753440857
local	0.4813176989555359
marvel	0.4833853244781494
mcdonalds	0.4178781509399414
dumber	0.48608729243278503
atreve	0.4708057641983032
poutylipped	0.49992260336875916
forest	0.4883882999420166
tracts	0.4958609938621521
flavours	0.5224900245666504
sky	0.5081728100776672
stylistically	0.5061439871788025
exotic	0.49687033891677856
slipperiness	0.502358078956604
freddy	0.5002884268760681
subtlety	0.5153034925460815
deliberate	0.47992727160453796
fairy	0.47888851165771484
universe	0.49485665559768677
discontented	0.4716864228248596
fertile	0.4941507875919342
enlightening	0.4955870807170868
roadtrip	0.4777889549732208
libertine	0.4814147651195526
guei	0.5847285389900208
sidebyside	0.501413881778717
eras	0.48376187682151794
accordionharmonicabanjo	0.43881064653396606
lad	0.5096846222877502
angst	0.40863609313964844
beatcharged	0.4760552942752838
fabric	0.5080390572547913
earns	0.5558003783226013
malcolm	0.49376052618026733
transgressive	0.4523082971572876
overly	0.5141029953956604
yield	0.5793531537055969
león	0.48152297735214233
ecological	0.5647072196006775
targets	0.47946152091026306
preference	0.4976448714733124
cup	0.45872852206230164
cram	0.47644972801208496
undercuts	0.5286491513252258
shinya	0.4918317198753357
hackneyed	0.4891476333141327
chef	0.5349331498146057
installation	0.5102835297584534
allows	0.49539491534233093
highs	0.4902099370956421
philosophers	0.49167340993881226
actory	0.5150819420814514
mehtas	0.47024041414260864
ribald	0.48860883712768555
along	0.49052050709724426
grimness	0.4952694773674011
envious	0.4822680950164795
legged	0.49304094910621643
restless	0.5086841583251953
oscarwinning	0.4934009909629822
suck	0.4759386479854584
costumer	0.5077759623527527
clumsy	0.4719891846179962
confluence	0.4929077625274658
vine	0.5034701824188232
spending	0.46113625168800354
dullest	0.48513370752334595
blurry	0.49247443675994873
net	0.40934768319129944
muy	0.4821493625640869
samurai	0.46227598190307617
olives	0.4716290235519409
plausibility	0.4851294457912445
langs	0.5227663516998291
chong	0.49627792835235596
unobtrusively	0.5246713161468506
bask	0.45776310563087463
painstaking	0.4893299341201782
cadence	0.4990578293800354
prescinde	0.47206196188926697
veers	0.5218064188957214
stopped	0.4990864098072052
twentieth	0.4800999164581299
fighter	0.5313303470611572
decirles	0.4804179072380066
trots	0.4926605820655823
invariably	0.48124587535858154
clockstoppers	0.5106166005134583
sending	0.4820830225944519
springs	0.4928947985172272
touchyfeely	0.45289602875709534
complaint	0.5067300200462341
selfreflection	0.5655231475830078
personality	0.5812518000602722
done	0.5317549705505371
easy	0.48588797450065613
nolan	0.5388547778129578
basedontruth	0.5126603245735168
melds	0.515880823135376
courts	0.5082554817199707
linking	0.4933222234249115
actioncomedy	0.49568191170692444
body	0.44244199991226196
handed	0.4725955128669739
desire	0.4736447334289551
extemporaneously	0.5110660195350647
rhapsodic	0.48345836997032166
reserve	0.49104854464530945
mike	0.47491034865379333
wouldbe	0.4983065724372864
orc	0.5186182856559753
petins	0.5050355792045593
squandering	0.5039608478546143
roughtrade	0.5259656310081482
incredibly	0.5065617561340332
moretti	0.5231916308403015
consistency	0.50079345703125
spaghetti	0.47653257846832275
equally	0.5366415977478027
myer	0.47008848190307617
specialty	0.4834572970867157
flopped	0.4367275536060333
slip	0.4969107210636139
reyes	0.4792318642139435
patriarchal	0.5098010897636414
personagens	0.46120259165763855
enigma	0.5098975896835327
artificial	0.47914350032806396
gutsy	0.5173919200897217
nancy	0.5463093519210815
longing	0.4825479984283447
reduced	0.49238619208335876
charlotte	0.5007014870643616
penns	0.43368518352508545
selfsatisfied	0.505136251449585
employment	0.4707302451133728
rendering	0.49789777398109436
cheated	0.4639450013637543
rarest	0.47241654992103577
drives	0.4970235824584961
erratic	0.48436373472213745
handson	0.500943660736084
adored	0.5215358138084412
melodic	0.4744011163711548
admirer	0.47729048132896423
rigged	0.4963964819908142
successes	0.49790817499160767
pg13rated	0.430145263671875
leplouff	0.5014508962631226
skinner	0.5528614521026611
years	0.5661300420761108
deliverance	0.5015484690666199
leguizamo	0.4853404760360718
cleverest	0.46098077297210693
succeeded	0.46152856945991516
barbers	0.48293188214302063
roads	0.4839015305042267
168minute	0.4951079785823822
hankies	0.43288472294807434
lowwattage	0.5422968864440918
type	0.49916765093803406
simplest	0.4762423038482666
potentially	0.5000555515289307
engulfing	0.39075687527656555
offends	0.5182086229324341
defeats	0.5005403757095337
truck	0.47654989361763
modernized	0.5250754952430725
quiet	0.48363327980041504
pgrated	0.4183201193809509
preceded	0.5280945897102356
depressingly	0.5353031158447266
pair	0.47231507301330566
beer	0.5023426413536072
subordinate	0.5085607767105103
literal	0.4901387393474579
section	0.5260744690895081
cautionary	0.4936618208885193
irony	0.45771053433418274
kurds	0.4753061830997467
draggy	0.5135833621025085
whiteonblack	0.4775189459323883
stolid	0.47213029861450195
lovestruck	0.48716965317726135
irk	0.4659619629383087
pelo	0.480252206325531
indictment	0.4231746196746826
interlocking	0.49226394295692444
bouncing	0.48709362745285034
beat	0.4730902910232544
entertainments	0.44292429089546204
plants	0.4962926506996155
uh	0.4652479588985443
deranged	0.4881843030452728
solipsistic	0.5395574569702148
videotape	0.49002334475517273
blanket	0.4167717397212982
crassly	0.4867529571056366
insultingly	0.4310152530670166
succession	0.4603734016418457
learned	0.5200725793838501
welty	0.4772178828716278
thrashing	0.49114009737968445
sweep	0.5085701942443848
herd	0.47285622358322144
unassuming	0.42824164032936096
dogtown	0.47264596819877625
tamer	0.45462146401405334
stoned	0.502047598361969
leftover	0.47261276841163635
vagueness	0.4927663207054138
iconography	0.5118653774261475
verismo	0.5216693878173828
haunted	0.49327316880226135
multidimensional	0.4699443578720093
ever	0.490241676568985
stalkandslash	0.4923180639743805
transmogrification	0.4684981107711792
rappers	0.5079188942909241
order	0.44608500599861145
wintry	0.483788400888443
bonanza	0.4820834696292877
overnight	0.4605327844619751
stevensons	0.49968022108078003
glides	0.4908476173877716
diminishes	0.45576533675193787
kudos	0.5156603455543518
tartakovskys	0.5392034649848938
everlyn	0.47659483551979065
reeltoreel	0.4809766709804535
transfer	0.49146807193756104
